iso3,year,Under-5 mortality rate,DPT immunization (ages 12-23 months),Measles immunization (ages 12-23 months),Malaria incidence,Maternal mortality ratio,Health expenditure per capita,Infant mortality rate,Life expectancy at birth
AGO,2000,185,31,41,326.54,659,13.15998554,108.3,46.501
AGO,2001,176.3,42,72,330.8,629,29.26095772,103.8,47.032
AGO,2002,166.4,47,74,315.7,602,29.37077141,98.4,47.874
AGO,2003,155.5,46,62,319.29,538,35.2206955,92.5,50.218
AGO,2004,143.7,47,64,312.65,499,50.23310852,85.8,51.123
AGO,2005,131.5,47,45,313.87,462,54.66142273,78.9,52.13
AGO,2006,119.8,44,48,299.9,437,70.28185272,72.2,52.965
AGO,2007,109,43,58,269.53,401,93.42698669,66,54.2
AGO,2008,99.2,45,58,228.06,372,136.34094238,60.3,55.281
AGO,2009,90.7,47,58,193.51,348,120.5289917,55.4,56.225
AGO,2010,83.4,49,59,170.36,321,96.95197296,51.1,57.242
AGO,2011,77.2,50,59,157.06,301,122.11888123,47.6,58.093
AGO,2012,72,52,59,153.05,278,121.84848022,44.6,58.916
AGO,2013,67.9,54,59,158.1,267,142.78450012,42.2,59.705
AGO,2014,64.5,55,56,163.86,262,130.5861969,40.3,60.396
AGO,2015,61.8,57,52,174.47,249,107.52857208,38.8,61.042
AGO,2016,59.6,59,49,189.78,236,94.01481628,37.6,61.619
AGO,2017,57.9,58,47,215.31,220,112.75364685,36.7,62.122
AGO,2018,56.5,67,56,232.44,208,83.87555695,36,62.622
AGO,2019,55.3,64,59,243.1,202,64.4466095,35.5,63.051
AGO,2020,54.2,59,54,244.53,195,56.01641846,34.9,63.116
AGO,2021,53.2,55,48,258.61,211,66.94487,34.4,62.958
AGO,2022,51.9,54,50,260.09,185,103.94506073,33.7,64.246
BDI,2000,152.4,80,72,427.48,860,5.67927122,88.4,47.617
BDI,2001,147.5,81,73,416.12,799,7.50815582,86.1,48.509
BDI,2002,142.3,81,75,388.13,743,6.46998882,83.5,49.924
BDI,2003,136.6,82,76,343.45,705,5.87316799,80.6,50.997
BDI,2004,130.4,83,78,295.97,687,8.88248062,77.4,52.217
BDI,2005,123.7,87,87,284.48,685,11.13118172,73.8,53.053
BDI,2006,116.6,92,92,287.78,670,14.10514736,69.9,53.962
BDI,2007,109.5,99,88,287.94,655,15.26294613,66,54.832
BDI,2008,102.6,92,84,288.77,635,14.67025566,62.1,55.581
BDI,2009,96.1,94,91,281.56,612,18.31996346,58.4,56.422
BDI,2010,90.2,96,92,259.34,614,24.45114708,55.1,57.088
BDI,2011,84.7,96,93,245.35,597,23.16802216,52,57.804
BDI,2012,79.6,96,93,232.24,575,20.01195908,49.1,58.501
BDI,2013,74.9,96,98,234.96,555,20.26322556,46.4,59.179
BDI,2014,70.6,95,94,250.86,533,18.06601143,43.9,59.764
BDI,2015,66.9,94,93,285,525,17.67629051,41.8,60.107
BDI,2016,63.7,94,93,321.3,501,18.59472847,40,60.789
BDI,2017,60.9,91,90,346.29,482,19.16676521,38.4,61.345
BDI,2018,58.5,90,88,350.82,464,18.67819214,37,61.806
BDI,2019,56.2,93,92,345.28,449,22.2435379,35.7,62.18
BDI,2020,54.3,93,90,345.14,441,26.21934319,34.6,62.569
BDI,2021,52.3,94,90,349.97,447,23.11420059,33.5,62.101
BDI,2022,50.3,91,89,342.31,412,25.52155113,32.4,62.882
BEN,2000,135,78,70,416,529,14.42371464,79.7,56.594
BEN,2001,131.7,76,68,434.27,532,16.26979828,77.8,56.654
BEN,2002,128.5,75,66,453.46,534,16.9179287,76,56.851
BEN,2003,125.4,73,65,473.3,532,21.06955719,74.3,57.092
BEN,2004,122.5,72,63,495.55,531,24.52665329,72.6,57.346
BEN,2005,119.7,70,61,510.17,514,25.12485313,71,57.738
BEN,2006,117,74,66,508.93,509,26.60264206,69.4,57.966
BEN,2007,114.4,82,70,496.75,501,26.79680061,67.9,58.249
BEN,2008,112,75,66,473.51,563,28.12486076,66.5,58.099
BEN,2009,109.7,79,71,448.56,598,29.69425583,65.1,58.258
BEN,2010,107.4,76,68,417.07,607,29.37720871,63.8,58.387
BEN,2011,105.1,75,70,382.99,613,31.76816368,62.4,58.462
BEN,2012,102.9,80,74,365.18,618,32.95616913,61.1,58.559
BEN,2013,100.6,77,68,362.14,607,33.53426743,59.8,58.863
BEN,2014,98.4,74,65,369.11,605,32.41182327,58.4,59.008
BEN,2015,96.1,74,67,390.76,606,27.34733391,57,59.123
BEN,2016,94,78,68,415.92,604,36.58565903,55.8,59.283
BEN,2017,91.8,76,65,415.74,592,38.75862122,54.4,59.528
BEN,2018,89.4,74,61,407.71,585,39.54786301,53.1,59.71
BEN,2019,87,72,58,399.91,572,33.9457283,51.8,59.888
BEN,2020,84.6,70,54,377.01,578,36.62052536,50.4,60.154
BEN,2021,82.2,70,53,378.2,584,38.45053101,49.1,59.61
BEN,2022,79.6,69,52,376.6,547,37.76291275,47.8,60.475
BFA,2000,176,45,48,597.17,524,10.00902748,92.4,50.808
BFA,2001,171.9,62,63,597.54,513,10.27519512,90.4,51.188
BFA,2002,167.3,69,64,592.47,508,11.93992615,88.2,51.447
BFA,2003,162.3,79,76,582.14,495,16.02656555,85.8,51.959
BFA,2004,156.8,79,78,559.01,481,21.12279129,83.1,52.6
BFA,2005,150.8,82,84,528.52,467,21.34285545,80.2,53.271
BFA,2006,144.4,86,88,511.16,463,23.55202866,77.1,53.784
BFA,2007,138.1,89,94,519.27,453,29.72483063,74.1,54.377
BFA,2008,132.1,93,94,549.65,429,30.76880074,71.2,55.199
BFA,2009,126.5,92,94,568.59,419,31.26260567,68.5,55.791
BFA,2010,121.3,91,92,568.37,404,33.05819321,66,56.343
BFA,2011,116.6,91,89,554.68,388,33.70409393,63.8,57.001
BFA,2012,112.3,90,87,533.39,376,33.66717529,61.7,57.457
BFA,2013,108.2,88,82,487.14,361,42.26796341,59.8,57.903
BFA,2014,104.3,91,88,446.14,344,38.24516678,58,58.331
BFA,2015,100.8,91,88,417.95,328,32.3375206,56.3,58.778
BFA,2016,97.4,91,88,373.17,313,39.50990677,54.7,59.173
BFA,2017,94.1,91,88,356.56,298,43.37775803,53.1,59.578
BFA,2018,91,91,88,356.23,286,38.48573303,51.7,59.972
BFA,2019,88.1,91,88,356.49,274,41.06895828,50.2,60.184
BFA,2020,85.1,91,88,378.17,334,57.17589188,48.7,60.454
BFA,2021,82.4,91,88,378.58,354,63.59171295,47.4,60.046
BFA,2022,79.8,91,88,356.27,316,64.38339996,46.1,60.7
BWA,2000,79.8,97,91,17.23,136,206.93144226,39.4,52.263
BWA,2001,79.3,97,91,6.79,138,203.01203918,39,52.21
BWA,2002,77.9,97,92,3.17,140,206.11392212,39.7,52.373
BWA,2003,76.7,96,92,1.58,142,269.58544922,41.4,52.851
BWA,2004,75.7,96,93,1.02,151,297.2512207,44,53.573
BWA,2005,70.8,96,93,1.2,166,281.38796997,43.6,54.386
BWA,2006,66,96,94,3.86,204,258.01873779,45.8,55.112
BWA,2007,64.3,96,95,1.02,201,305.22042847,50.3,56.735
BWA,2008,63.7,96,95,1.9,199,324.54284668,52.8,57.661
BWA,2009,60.6,96,96,2.06,213,336.53146362,52.5,58.297
BWA,2010,58.4,95,96,1.65,228,389.55178833,53.3,59.137
BWA,2011,58.8,95,97,0.5,269,427.70709229,54.3,59.715
BWA,2012,53.9,95,97,0.22,288,418.82244873,49.5,60.384
BWA,2013,50.3,95,97,0.51,221,433.29150391,47,61.217
BWA,2014,49,95,97,1.44,212,418.82452393,46.2,62.167
BWA,2015,46.7,95,97,0.31,141,374.79058838,44.2,63.215
BWA,2016,45.1,95,97,0.67,72,389.3107605,42.8,64.32
BWA,2017,42.1,95,97,1.96,46,471.05056763,40,65.42
BWA,2018,41.2,95,97,0.53,99,447.4473877,38.7,66.371
BWA,2019,40,95,97,0.17,100,438.28546143,37.4,67.167
BWA,2020,38.9,95,87,1.13,98,386.28860474,36.5,67.643
BWA,2021,37.1,95,97,0.67,165,492.14276123,35.4,63.303
BWA,2022,35.7,86,90,0.34,120,477.77633667,34.3,68.749
CAF,2000,165.5,37,36,438.12,1490,9.9123354,99.6,46.609
CAF,2001,162.5,40,35,438.51,1504,9.20995235,97.9,46.734
CAF,2002,159,44,42,447.85,1496,10.44132614,96.1,46.84
CAF,2003,155.6,47,49,455.24,1487,12.15000153,94.3,47.306
CAF,2004,151.8,51,55,461.27,1450,12.96809387,92.2,47.696
CAF,2005,147.9,54,62,465.26,1389,13.93517494,90,48.207
CAF,2006,143.5,51,61,467.93,1337,15.15495491,87.4,48.687
CAF,2007,139.3,48,59,467.59,1271,18.24629021,85.3,49.327
CAF,2008,135.5,45,58,465.74,1234,18.02888489,83.4,49.873
CAF,2009,489.3,42,56,463.55,1272,21.37773895,239.9,14.665
CAF,2010,150.7,45,53,453.11,1230,17.01008034,88.5,46.871
CAF,2011,125.1,47,49,443.04,1131,19.62990761,77.7,50.107
CAF,2012,121.9,47,48,434.79,1092,21.33021736,76.1,51.336
CAF,2013,134.2,23,25,427.32,1092,17.36794472,81,49.487
CAF,2014,186.8,45,47,420.39,1034,18.7120266,101.7,40.265
CAF,2015,113.7,43,46,410.31,981,18.44194221,72,51.934
CAF,2016,126.8,42,45,395.97,962,21.07796097,77.1,50.999
CAF,2017,155.2,42,41,387.44,1093,28.81619644,88.4,45.231
CAF,2018,120.2,40,39,385.26,881,51.3541069,73.9,52.297
CAF,2019,254.7,38,37,383.29,1650,35.76099014,128.9,31.53
CAF,2020,124.2,37,36,376.08,1296,42.63476563,74.7,50.596
CAF,2021,178.7,35,34,364.25,1127,46.25038147,96.3,40.279
CAF,2022,424.6,33,32,354.5,841,47.91523361,206.8,18.818
CIV,2000,140.4,65,68,490.52,378,30.33073425,91.4,51.393
CIV,2001,136.9,66,71,502.24,405,30.58369255,89.3,51.428
CIV,2002,133.1,65,71,506.32,427,32.55319595,87.1,51.544
CIV,2003,129.2,62,70,509.61,451,43.81231308,84.8,51.443
CIV,2004,125.3,68,78,500.36,456,47.04700851,82.5,51.939
CIV,2005,121.2,77,84,466.34,492,46.69436264,80,52.432
CIV,2006,117.4,77,73,425.61,544,47.08904266,77.8,52.885
CIV,2007,113.5,76,67,391.51,567,56.15083694,75.3,53.452
CIV,2008,109,74,63,392.97,562,64.67678833,72.6,54.179
CIV,2009,105.2,81,67,426.16,588,71.06480408,70.5,54.744
CIV,2010,101.6,78,64,458.12,592,70.04605103,68.4,55.282
CIV,2011,98.4,61,49,461.58,569,67.97618103,66.6,55.972
CIV,2012,95.3,82,74,375.19,566,69.86203003,64.5,56.57
CIV,2013,92,75,70,287.39,544,67.13149261,62.4,57.057
CIV,2014,88.6,73,59,243.25,522,74.3581543,60.3,57.772
CIV,2015,85.5,79,67,242.12,505,58.43181992,58.4,58.281
CIV,2016,83,87,73,258.1,488,61.85705566,56.9,58.814
CIV,2017,80.5,83,70,268.54,465,63.77943039,55.2,59.315
CIV,2018,77.9,83,74,280.22,449,65.87952423,53.5,59.795
CIV,2019,75.3,79,71,292.76,429,68.30471039,51.8,60.274
CIV,2020,73,72,63,295.66,447,78.97766876,50.3,60.14
CIV,2021,70.8,73,65,283.64,459,92.39588928,48.7,60.29
CIV,2022,68.7,73,62,280.87,409,84.89915466,47.4,61.562
CMR,2000,143.9,62,49,394.85,678,30.438097,83.1,53.338
CMR,2001,141,63,51,426.29,672,29.82297325,81.2,53.598
CMR,2002,137.6,66,53,437.17,658,31.79577446,79.1,53.922
CMR,2003,134.3,73,61,441.4,645,38.56394196,77.2,54.253
CMR,2004,130.9,73,64,438.73,633,42.25278473,75.2,54.578
CMR,2005,127.6,80,68,435.58,629,43.10830688,73.5,54.904
CMR,2006,124.2,81,73,425.95,615,44.52022934,71.6,55.301
CMR,2007,120.8,82,74,409.95,605,50.30911255,69.9,55.71
CMR,2008,117.2,84,80,391.63,592,54.58909225,68,56.116
CMR,2009,113.7,80,74,351.15,579,51.14823914,66.3,56.486
CMR,2010,109.5,84,79,295.67,562,50.03335571,63.9,56.965
CMR,2011,105.2,81,76,266.6,541,58.33031845,61.8,57.482
CMR,2012,100.8,79,74,261.14,500,56.96441269,59.6,58.17
CMR,2013,96.5,76,71,271.1,469,57.22771454,57.3,58.73
CMR,2014,92.4,76,71,272.51,440,71.61038208,55.3,59.13
CMR,2015,88.5,76,71,271.06,417,58.38298035,53.3,59.687
CMR,2016,85.1,78,72,268.53,393,57.99372482,51.4,60.293
CMR,2017,81.9,74,67,258.98,372,56.7457695,49.6,60.817
CMR,2018,78.9,68,61,248.98,354,58.32909393,48,61.189
CMR,2019,76.6,67,61,243.44,336,56.79493713,46.9,61.695
CMR,2020,74.4,68,63,264.81,316,66.17185211,45.5,61.674
CMR,2021,71.9,71,65,270.65,342,72.59731293,44.1,61.146
CMR,2022,69.4,71,68,265.03,276,72.12950897,42.7,62.443
COD,2000,184.6,30,26,458.24,585,17.52071953,105,51.887
COD,2001,178.4,30,34,457.6,588,5.4341011,101.8,52.205
COD,2002,172.2,38,41,460.7,601,4.17578602,98.5,52.371
COD,2003,165.9,42,48,467.36,605,6.03257608,95.2,52.952
COD,2004,159.4,54,57,467.62,607,7.83304834,91.7,53.534
COD,2005,124.4,61,61,468.33,613,8.55065727,72,54.001
COD,2006,118.9,62,63,464.8,619,10.37645721,69,54.498
COD,2007,113.8,65,64,448.32,631,11.5629034,66.2,54.954
COD,2008,109.2,68,64,429.83,620,15.36659527,63.7,55.388
COD,2009,105,71,65,405.23,608,12.75762081,61.4,55.798
COD,2010,101.4,60,66,381.32,601,12.1423111,59.5,56.411
COD,2011,98.3,70,66,360.23,589,11.89942932,57.9,56.911
COD,2012,95.9,71,69,335.8,578,13.20595551,56.7,57.35
COD,2013,94.1,71,68,310.49,567,15.37901688,55.8,57.795
COD,2014,92.7,73,69,297.36,558,18.22281265,55.3,58.236
COD,2015,91.9,70,65,303.04,545,18.57252884,55.1,58.658
COD,2016,91.5,70,63,310.28,526,19.3114109,55.1,59.081
COD,2017,91.5,71,65,324.07,519,18.14648819,55.4,59.495
COD,2018,91.7,71,64,337.42,508,17.29077148,55.8,59.926
COD,2019,92.2,73,65,339.77,493,19.20812035,56.5,60.242
COD,2020,92.7,70,62,338.92,489,20.5593071,57.2,60.428
COD,2021,92.9,65,55,338.04,507,21.58848572,57.6,60.044
COD,2022,92.5,65,56,327.94,456,24.3800106,57.6,60.979
COG,2000,112.5,33,34,349.6,509,17.35089302,73,55.371
COG,2001,109.3,31,35,349.06,489,20.303905489999998,71.1,55.885
COG,2002,104.6,41,37,327.04,464,16.99031258,68.2,56.414
COG,2003,98.9,50,50,327.91,436,21.51475716,64.6,57.131
COG,2004,92.3,67,65,325.79,400,27.50056839,60.3,57.957
COG,2005,85.7,63,54,309.02,385,30.90304375,56.1,58.73
COG,2006,79.5,74,61,286.84,394,35.94208145,52.1,59.474
COG,2007,73.9,73,59,254.97,370,41.96711731,48.5,60.05
COG,2008,69.2,80,69,226.41,395,63.41820908,45.5,60.79
COG,2009,65.3,80,63,214.45,414,48.65313721,43.1,61.215
COG,2010,62.4,76,75,214.44,382,54.56225586,41.2,61.731
COG,2011,60,83,83,215.68,378,59.51348114,39.7,62.286
COG,2012,57.9,85,80,215.9,374,71.2766571,38.5,62.662
COG,2013,56.2,85,80,218.19,320,71.85824585,37.4,62.969
COG,2014,54.5,90,80,213.06,302,71.03118896,36.4,63.349
COG,2015,52.7,80,80,210.62,284,57.30290604,35.3,63.662
COG,2016,51,71,67,215.75,263,54.3000145,34.2,63.911
COG,2017,49.3,69,70,235.9,262,52.29982376,33.2,64.203
COG,2018,47.6,75,75,249.77,259,47.310215,32.2,64.472
COG,2019,52.2,79,73,245.94,245,58.42106628,33.2,63.152
COG,2020,44.5,73,68,240.84,247,80.09735107,30.3,64.391
COG,2021,43,77,68,232.02,301,78.60149384,29.4,64.192
COG,2022,41.5,78,65,220.52,241,53.11892319,28.5,65
COM,2000,79.9,70,70,66.37,476,47.59479904,65.2,58.941
COM,2001,76.8,70,70,65.07,440,45.34629059,63,59.587
COM,2002,73.8,89,71,63.81,428,51.12159729,60.9,59.723
COM,2003,71,80,67,62.56,400,63.91786194,58.9,60.24
COM,2004,68.3,76,76,61.31,385,70.61806488,56.9,60.557
COM,2005,65.8,68,67,60.09,373,67.80059814,55.1,60.883
COM,2006,63.4,69,66,58.91,360,65.72916412,53.3,61.229
COM,2007,61.2,75,65,57.75,352,69.87202454,51.7,61.475
COM,2008,59.2,81,76,56.61,334,73.75498962,50.2,61.955
COM,2009,57.3,83,79,55.49,320,69.4848938,48.9,62.302
COM,2010,55.6,74,72,55.8,305,69.21523285,47.6,62.747
COM,2011,54,83,79,37.21,291,81.19863892,46.4,63.105
COM,2012,52.5,86,85,73.12,274,77.10220337,45.4,63.463
COM,2013,51.2,83,82,76.35,260,81.81765747,44.4,63.839
COM,2014,50,80,80,3.1,247,84.63935852,43.6,64.143
COM,2015,48.9,80,81,2.59,237,61.16300201,42.8,64.473
COM,2016,47.9,75,77,1.98,225,63.53099442,42,64.792
COM,2017,46.9,79,75,5.15,219,75.01337433,41.3,65.127
COM,2018,45.8,77,74,19.68,209,74.89152527,40.6,65.401
COM,2019,44.8,78,76,22.37,202,78.23674774,39.8,65.662
COM,2020,43.7,74,75,5.67,198,89.67817688,38.9,65.756
COM,2021,42.6,72,68,12.88,215,100.50016785,38,65.201
COM,2022,41.4,78,71,24.78,186,124.14363861,37,66.481
CPV,2000,36,90,86,1.22,110,59.54011154,29.4,68.117
CPV,2001,32.8,90,88,0.89,101,63.55782318,27,68.707
CPV,2002,30.5,91,89,0.63,92,69.12203979,25.3,69.447
CPV,2003,29,92,90,0.55,86,84.6628952,24.3,70.006
CPV,2004,28.2,93,91,0.36,80,93.43228912,23.9,70.499
CPV,2005,28,95,93,0.54,75,96.08917999,23.9,70.936
CPV,2006,28,96,94,0.63,76,113.13097382,24.1,71.341
CPV,2007,28.1,98,96,0.14,73,127.73626709,24.4,71.487
CPV,2008,27.9,99,97,0.27,68,127.79390717,24.5,71.888
CPV,2009,27.5,99,97,0.49,62,130.23704529,24.3,72.142
CPV,2010,26.7,99,97,0.35,61,146.07247925,23.8,72.507
CPV,2011,25.6,90,96,0.05,55,157.08999634,23,72.913
CPV,2012,24.2,94,91,0.01,51,174.66062927,21.9,73.315
CPV,2013,22.6,93,91,0.17,50,191.1048584,20.5,73.481
CPV,2014,20.9,95,93,0.2,48,193.39482117,19.1,73.788
CPV,2015,19.2,93,92,0.05,46,150.28823853,17.6,74.096
CPV,2016,17.6,96,93,0.37,44,157.39906311,16.2,74.35
CPV,2017,16.2,96,96,3.17,43,174.43547058,15.1,74.71
CPV,2018,15.1,98,99,0.01,43,205.5345459,14.1,74.84
CPV,2019,14.1,96,98,0,41,211.24963379,13.2,75.449
CPV,2020,13.3,93,95,0,56,249.71989441,12.5,73.818
CPV,2021,12.7,93,95,0,56,262.42272949,12,74.424
CPV,2022,12.1,93,95,0,42,297.08233643,11.5,75.907
DZA,2000,41.7,86,80,0.02,123,61.85785294,34.8,70.576
DZA,2001,40.2,89,83,0,113,67.05859375,33.7,71.025
DZA,2002,38.6,86,81,0.01,102,66.681633,32.5,71.644
DZA,2003,37,87,84,0,101,75.9513092,31.3,71.906
DZA,2004,35.4,86,81,0,91,92.6876297,30.1,72.536
DZA,2005,33.9,88,83,0,87,100.83694458,29,72.836
DZA,2006,32.5,95,91,0,84,116.7750473,27.9,73.116
DZA,2007,31.2,95,92,0.01,83,150.86651611,26.9,73.346
DZA,2008,30.1,93,88,0,83,206.37207031,25.9,73.618
DZA,2009,29,95,92,0,83,207.20181274,25.1,73.871
DZA,2010,28.1,95,95,0,82,227.95396423,24.4,74.144
DZA,2011,27.3,95,95,0,81,285.5020752,23.8,74.383
DZA,2012,26.6,95,95,0.02,81,340.09176636,23.2,74.609
DZA,2013,25.9,95,95,0,81,337.57348633,22.7,74.809
DZA,2014,25.4,95,95,0,80,366.58615112,22.3,74.992
DZA,2015,24.9,95,95,0,79,296.76834106,21.9,75.159
DZA,2016,24.5,91,94,0,79,265.53491211,21.6,75.31
DZA,2017,24,91,88,0,77,270.93231201,21.3,75.431
DZA,2018,23.7,91,80,0,75,271.53808594,21,75.555
DZA,2019,23.3,88,80,0,73,242.07049561,20.7,75.682
DZA,2020,22.9,84,80,0,97,211.07240295,20.4,73.257
DZA,2021,22.6,81,79,0,79,208.93911743,20.2,75.208
DZA,2022,22.3,77,79,0,64,180.33454895,20,76.129
EGY,2000,47.3,98,98,0,53,69.37174988,40.1,67.332
EGY,2001,44.8,99,97,0,50,68.67334747,38.2,67.612
EGY,2002,42.5,97,97,0,48,63.99928665,36.5,67.846
EGY,2003,40.4,98,98,0,45,50.34780884,34.9,68.045
EGY,2004,38.6,97,97,0,43,50.33084488,33.5,68.211
EGY,2005,37,98,98,0,41,59.4683876,32.3,68.355
EGY,2006,35.6,98,98,0,40,66.32707214,31.1,68.493
EGY,2007,34.2,98,97,0,38,73.29454041,30.1,68.627
EGY,2008,32.8,97,92,0,36,90.15769958,29,68.761
EGY,2009,31.6,97,95,0,34,98.90396881,28.1,68.915
EGY,2010,30.5,97,96,0,32,105.07817841,27.2,69.078
EGY,2011,29.5,96,96,0,31,116.22949219,26.4,69.232
EGY,2012,28.6,93,93,0,29,139.81625366,25.7,69.464
EGY,2013,27.8,97,96,0,27,139.67245483,25.1,69.632
EGY,2014,27.1,94,93,0,26,155.06480408,24.5,69.911
EGY,2015,26.5,93,92,0,24,170.25532532,24.1,70.135
EGY,2016,26,95,95,0,23,142.61845398,23.7,70.437
EGY,2017,25.6,94,94,0,21,106.00288391,23.4,70.709
EGY,2018,25.2,95,94,0,20,118.01481628,23.1,70.974
EGY,2019,24.8,95,95,0,19,142.69670105,22.9,71.213
EGY,2020,24.4,94,94,0,31,148.35269165,22.6,69.79
EGY,2021,24,96,96,0,42,176.93664551,22.2,68.976
EGY,2022,23.5,97,96,0,24,171.67852783,21.8,71.01
ERI,2000,85.3,81,76,19,741,14.03034782,50.8,56.285
ERI,2001,81.1,86,84,23.56,651,14.90675831,49.1,58.359
ERI,2002,77.3,90,83,13.72,636,15.77544498,47.4,58.941
ERI,2003,73.8,93,92,19.84,588,19.81480217,45.9,59.455
ERI,2004,70.5,98,96,5.81,588,23.15624809,44.5,60.063
ERI,2005,67.5,96,95,10.4,567,21.92651939,43.2,60.628
ERI,2006,64.7,94,94,6.08,555,23.77408791,42,61.457
ERI,2007,62,95,92,13.69,541,19.62666321,40.8,61.998
ERI,2008,59.6,95,91,7.37,530,21.55065727,39.7,62.422
ERI,2009,57.3,95,93,9.58,515,24.35102463,38.5,63.203
ERI,2010,55.2,95,95,28.34,498,26.00652122,37.5,63.665
ERI,2011,53.3,94,96,25.57,478,35.55129623,36.4,64.231
ERI,2012,51.4,94,98,17.28,458,27.78689003,35.4,64.697
ERI,2013,49.7,94,94,16.04,443,31.64078712,34.4,65.005
ERI,2014,48.1,94,90,35.44,430,32.93448257,33.4,65.517
ERI,2015,46.4,95,97,20.61,413,29.22208977,32.4,65.909
ERI,2016,44.7,95,95,27.7,395,26.00592422,31.3,66.242
ERI,2017,43.3,95,93,36.8,379,25.10270691,30.5,66.612
ERI,2018,41.9,95,93,31.23,363,26.68201256,29.6,66.979
ERI,2019,40.5,95,93,61.84,351,28.42930794,28.7,67.306
ERI,2020,39.1,95,93,48.28,334,27.66697884,27.8,66.98
ERI,2021,37.8,95,93,27.74,338,27.58759499,27,66.94
ERI,2022,36.6,95,93,40.89,301,27.0898056,26.2,67.789
ETH,2000,140.1,30,28,189.18,870,5.28970861,92.3,50.88
ETH,2001,133.8,32,29,210.9,856,5.50955105,88.9,51.428
ETH,2002,127.4,35,32,193.55,826,5.14964151,85.3,52.085
ETH,2003,121,37,33,208.94,797,5.70984173,81.7,52.877
ETH,2004,114.6,39,35,217.88,764,5.7385993,78,53.735
ETH,2005,108.3,43,40,149.48,754,6.4820013,74.4,54.364
ETH,2006,102.4,46,44,138.01,729,8.42413712,70.9,55.402
ETH,2007,96.9,50,49,116.37,704,11.63210678,67.7,56.566
ETH,2008,91.8,54,54,96.3,678,13.03863621,64.7,57.733
ETH,2009,87.1,58,59,133.79,649,15.1445961,61.8,58.715
ETH,2010,82.7,61,64,153.84,619,16.17102051,59.2,59.709
ETH,2011,78.6,65,68,143.7,588,14.62286568,56.8,60.595
ETH,2012,74.8,61,62,159.67,545,20.00217628,54.4,61.443
ETH,2013,71.2,59,55,184.1,494,19.26698494,52.2,62.161
ETH,2014,67.7,61,54,144.07,444,21.6064415,50,62.927
ETH,2015,64.4,62,56,130.06,401,23.21817207,47.9,63.592
ETH,2016,61.3,64,57,92.89,364,24.34373283,45.9,64.162
ETH,2017,58.4,65,59,70.71,327,24.18239403,44,64.766
ETH,2018,55.8,62,54,36.46,297,23.5205574,42.3,65.257
ETH,2019,53.6,61,56,33.61,269,25.93511963,40.8,65.741
ETH,2020,51.5,62,57,52.28,244,28.28001595,39.4,65.969
ETH,2021,70.4,63,60,45.56,250,26.06931114,49.9,65.33
ETH,2022,68.1,63,62,59.89,207,27.06845474,48.3,66.897
GAB,2000,73.3,45,55,364.66,178,123.197258,50.7,61.81
GAB,2001,71.5,45,55,353.69,160,120.90242767,49.4,61.982
GAB,2002,69.6,45,55,323.31,151,132.07215881,48.1,62.175
GAB,2003,67.7,45,55,259.04,134,166.59495544,46.8,62.463
GAB,2004,65.6,45,55,196.66,142,183.92318726,45.5,62.694
GAB,2005,63.6,45,55,158.04,175,188.91426086,44.3,62.978
GAB,2006,61.8,45,55,131.79,186,211.9914093,43.2,63.259
GAB,2007,59.7,81,62,121.2,173,246.78276062,41.9,63.619
GAB,2008,57.6,82,67,124.41,158,275.89450073,40.8,64.011
GAB,2009,55.6,76,63,147.03,158,277.62945557,40,64.361
GAB,2010,53.4,67,62,177.88,144,206.87702942,38.8,64.715
GAB,2011,51.3,75,72,195.4,149,261.37597656,37.5,65.102
GAB,2012,49.4,82,71,200.15,173,225.07722473,36.4,65.438
GAB,2013,47.3,79,70,199.19,235,261.29452515,35.3,65.751
GAB,2014,45.8,70,61,193.87,273,233.05368042,34.7,66.07
GAB,2015,44.4,80,68,185.36,239,187.27270508,33.7,66.336
GAB,2016,42.7,75,64,182.55,215,207.50273132,32.6,66.583
GAB,2017,41.4,75,63,184.66,184,192.47543335,32,66.816
GAB,2018,39.9,70,59,186.73,176,209.28697205,31.1,67.043
GAB,2019,38.5,70,62,190.72,179,205.99945068,30.1,67.337
GAB,2020,36.8,63,53,193.57,194,227.2480011,28.8,67.073
GAB,2021,35.8,75,64,189.19,249,228.46922302,28.5,67.072
GAB,2022,34.7,60,52,188.68,216,243.09941101,27.5,67.713
GHA,2000,99.9,88,90,430.36,472,10.46035767,61.7,58.139
GHA,2001,95.8,79,78,411.18,460,12.15051079,59.7,58.403
GHA,2002,91.9,78,78,392.1,434,14.30371571,57.8,58.709
GHA,2003,88.2,80,80,365.98,410,18.96423721,56.2,59.014
GHA,2004,85,80,83,340.21,403,23.57214928,54.7,59.316
GHA,2005,82,84,83,323.73,390,38.51657486,53.4,59.638
GHA,2006,79.1,84,85,311.34,385,49.34616852,52.1,59.975
GHA,2007,76.2,94,95,305.83,377,57.34096527,50.7,60.282
GHA,2008,73.1,93,86,314.58,380,63.45487595,49.2,60.578
GHA,2009,69.8,94,93,340.42,369,62.44382095,47.5,60.928
GHA,2010,66.5,94,93,366.4,363,80.6833725,45.8,61.297
GHA,2011,63.3,91,91,375.14,356,91.70959473,44,61.617
GHA,2012,60.3,92,89,367.32,351,81.96895599,42.3,61.995
GHA,2013,57.5,90,89,344.33,338,105.34784698,40.7,62.397
GHA,2014,54.9,98,92,313.81,317,78.46701813,39.3,62.832
